local_law_id,name,address,type_of_law_enforcement,city_id
1000050,ALASKA STATE TROOPERS - HOONAH,343 HARBOR WAY,PRIMARY STATE AGENCY,1840023314
1000100,SELDOVIA POLICE DEPARTMENT,264 LIPKE LANE,LOCAL POLICE DEPARTMENT,1840023422
1000107,ALASKA STATE TROOPERS - SOLDOTNA,"46333 KALIFORNSKY BEACH ROAD, ALIFONSKY",PRIMARY STATE AGENCY,1840023415
1000080,ALASKA STATE TROOPERS - NINILCHIK,15763 KINGSLEY ROAD,PRIMARY STATE AGENCY,1840023409
1005342,CHICAGO POLICE DEPARTMENT - 11TH DISTRICT,3151 WEST HARRISON STREET,LOCAL POLICE DEPARTMENT,1840000494
1000027,ALASKA STATE TROOPERS - COOPER LANDING,1900 BEAN CREEK ROAD,PRIMARY STATE AGENCY,1840023414
1000103,SEWARD POLICE DEPARTMENT / SEWARD COMMUNITY JAIL,410 ADAMS STREET,LOCAL POLICE DEPARTMENT,1840023423
1000007,ALASKA RAILROAD CORPORATION POLICE DEPARTMENT,320 WEST 1ST AVENUE,LOCAL POLICE DEPARTMENT,1840023385
1000114,NUNAKAUYAK TRADITIONAL COUNCIL,101 AIRPORT ROAD,LOCAL POLICE DEPARTMENT,1840023342
1000013,TED STEVENS ANCHORAGE INTERNATIONAL AIRPORT POLICE AND FIRE,6040 DE HAVILLAND AVENUE,LOCAL POLICE DEPARTMENT,1840023385
1000047,HAINES BOROUGH POLICE DEPARTMENT,315 HAINES HIGHWAY,LOCAL POLICE DEPARTMENT,1840023317
1000128,YAKUTAT PUBLIC SAFETY,308 MAX ITALIO DRIVE,LOCAL POLICE DEPARTMENT,1840023424
1000062,KETCHIKAN DRUG ENFORCEMENT TEAM,361 MAIN STREET,LOCAL POLICE DEPARTMENT,1840023270
1000034,EAGLE VILLAGE COUNCIL VILLAGE PUBLIC SAFETY OFFICER,EAGLE ROAD,LOCAL POLICE DEPARTMENT,1840023475
1000046,ALASKA STATE TROOPERS - HAINES,"259 MAIN STREET, SUITE 16",PRIMARY STATE AGENCY,1840023317
1000051,HOONAH POLICE DEPARTMENT,379 RAVEN DRIVE,LOCAL POLICE DEPARTMENT,1840023314
1000033,DILLINGHAM POLICE DEPARTMENT,404 D STREET,LOCAL POLICE DEPARTMENT,1840023279
1000090,NORTH SLOPE BOROUGH POLICE DEPARTMENT - POINT LAY,226 QIGALIK AVENUE,LOCAL POLICE DEPARTMENT,1840023477
1000075,ALASKA STATE TROOPERS - MCGRATH,LARSEN AVENUE,PRIMARY STATE AGENCY,1840023454
1000058,NORTH SLOPE BOROUGH POLICE DEPARTMENT - KAKTOVIK,413 4TH STREET,LOCAL POLICE DEPARTMENT,1840023482
1000113,NUNAKAUYAK POLICE DEPARTMENT,101 AIRPORT ROAD,LOCAL POLICE DEPARTMENT,1840023342
1009161,MAINE STATE POLICE TROOP J,180 BANGOR ROAD,PRIMARY STATE AGENCY,1840000281
1000077,NAPAKIAK VILLAGE POLICE DEPARTMENT,CHURCH STREET,LOCAL POLICE DEPARTMENT,1840023361
1005587,GREENVIEW POLICE DEPARTMENT,109 NORTH ENGLE STREET,LOCAL POLICE DEPARTMENT,1840012398
1007569,MERCER COUNTY SHERIFFS OFFICE,"207 WEST LEXINGTON STREET, MERCER COUNTY COURTHOUSE",SHERIFF'S OFFICE,1840013222
1000053,HOUSTON POLICE DEPARTMENT,13878 WEST ARMSTRONG ROAD,LOCAL POLICE DEPARTMENT,1840023378
1000011,ANCHORAGE POLICE DEPARTMENT RUSSIAN JACK SUBSTATION,1569 BRAGAW STREET,LOCAL POLICE DEPARTMENT,1840023385
1008945,MARYLAND STATE POLICE BARRACK I - EASTON,7053 OCEAN GATEWAY,PRIMARY STATE AGENCY,1840006089
1007316,ROOKS COUNTY SHERIFFS DEPARTMENT / ROOKS COUNTY JAIL,115 NORTH WALNUT STREET,SHERIFF'S OFFICE,1840009574
1005572,GORHAM POLICE DEPARTMENT,407 JACKSON STREET,LOCAL POLICE DEPARTMENT,1840012962
1005843,SOUTHERN ILLINOIS AIRPORT AUTHORITY,"605 NORTH AIRPORT ROAD, SUITE 205",LOCAL POLICE DEPARTMENT,1840008701
1005494,ENERGY POLICE DEPARTMENT,210 NORTH PERSHING STREET,LOCAL POLICE DEPARTMENT,1840012986
1000078,NAPASKIAK POLICE DEPARTMENT,250 MAIN STREET,LOCAL POLICE DEPARTMENT,1840023362
1000012,NEIGHBORHOOD CRIME WATCH,4501 SOUTH BRAGAW STREET,LOCAL POLICE DEPARTMENT,1840023385
1005070,IDAHO STATE POLICE REGION 6 PATROL,1540 FOOTE DRIVE,PRIMARY STATE AGENCY,1840018644
1005290,CARBONDALE POLICE DEPARTMENT,610 EAST COLLEGE STREET,LOCAL POLICE DEPARTMENT,1840007560
1005115,IDAHO STATE POLICE REGION 5,5255 SOUTH 5TH AVENUE,PRIMARY STATE AGENCY,1840013376
1005084,IDAHO STATE POLICE REGION 2,2700 NORTH AND SOUTH HIGHWAY NORTH,PRIMARY STATE AGENCY,1840019897
1006371,INDIANA STATE POLICE DISTRICT 41,540 SOUTH VINE STREET,PRIMARY STATE AGENCY,1840007318
1006476,PUTNAMVILLE CORRECTIONAL FACILITY,1946 WEST UNITED STATES HIGHWAY 40,LOCAL POLICE DEPARTMENT,1840008439
1000010,ANCHORAGE POLICE DEPARTMENT ALASKA REGIONAL HOSPITAL SUBSTATION,2801 DEBARR ROAD,LOCAL POLICE DEPARTMENT,1840023385
1005040,NORTH IDAHO COLLEGE OFFICE OF CAMPUS SAFETY AND SECURITY,"905 RIVER AVENUE, RIVER BUILDING 15",SPECIAL JURISDICTION,1840018402
1005969,POTOMAC POLICE DEPARTMENT,310 WEST STATE STREET,LOCAL POLICE DEPARTMENT,1840012181
1000085,ALASKA STATE TROOPERS - HEADQUARTERS - PALMER,453 SOUTH VALLEY WAY,PRIMARY STATE AGENCY,1840023379
1005645,INDIANOLA POLICE DEPARTMENT,NORTH STREET,LOCAL POLICE DEPARTMENT,1840012178
1000017,ATMAUTLUAK TRADITIONAL COUNCIL,NOT AVAILABLE,LOCAL POLICE DEPARTMENT,1840023340
1005658,JOLIET JUNIOR COLLEGE POLICE DEPARTMENT,1215 HOUBOLT ROAD,SPECIAL JURISDICTION,1840008192
1004559,BRIGHAM YOUNG UNIVERSITY HAWAII CAMPUS SECURITY,55-220 KULANUI STREET,SPECIAL JURISDICTION,1840029514
1007884,BALDWIN POLICE DEPARTMENT,16215 STATE HIGHWAY 182 WEST,LOCAL POLICE DEPARTMENT,1840015941
1004064,GREENE COUNTY SHERIFFS OFFICE / GREENE COUNTY JAIL,1201 INDUSTRIAL BOULEVARD,SHERIFF'S OFFICE,1840013744
1012741,CEDAR BLUFFS POLICE DEPARTMENT,101 SOUTH 1ST STREET,LOCAL POLICE DEPARTMENT,1840010273
1015861,MORRISTOWN POLICE DEPARTMENT,315 WEST CHURCH STREET,LOCAL POLICE DEPARTMENT,1840012387
1010802,MISSOURI DEPARTMENT OF ALCOHOL AND TOBACCO,1738 EAST ELM STREET,PRIMARY STATE AGENCY,1840008615
1007631,GRAYSON COUNTY JAIL,320 SHAW STATION ROAD,LOCAL POLICE DEPARTMENT,1840014366
1005091,IDAHO STATE POLICE - HEADQUARTERS,700 SOUTH STRATFORD DRIVE,PRIMARY STATE AGENCY,1840020046
1007254,PARKER POLICE DEPARTMENT,310 WEST MAIN STREET,LOCAL POLICE DEPARTMENT,1840009747
1007439,BRODHEAD POLICE DEPARTMENT,7 WEST MAIN STREET,LOCAL POLICE DEPARTMENT,1840013241
1019078,ROBERTS COUNTY SHERIFF'S OFFICE,412 3RD AVE E,SHERIFF'S OFFICE,1840002037
1008937,MARYLAND STATE POLICE BARRACK C - CUMBERLAND,1125 NATIONAL HIGHWAY,PRIMARY STATE AGENCY,1840005621
1019515,PINSON MOUNDS STATE ARCHAEOLOGICAL PARK - RANGER STATION,460 OZIER ROAD,LOCAL POLICE DEPARTMENT,1840036083
1023446,WEST VIRGINIA STATE POLICE TROOP 6 - PRINCETON DETACHMENT,910 OAKVALE ROAD,PRIMARY STATE AGENCY,1840006402
1010737,GREEN CITY POLICE DEPARTMENT,4 GREEN STREET,LOCAL POLICE DEPARTMENT,1840008359
1007161,MAIZE POLICE DEPARTMENT,10100 GRADY AVENUE,LOCAL POLICE DEPARTMENT,1840009869
1012768,DODGE POLICE DEPARTMENT,226 NORTH ELM STREET,LOCAL POLICE DEPARTMENT,1840011458
1012005,SURRY COMMUNITY COLLEGE CAMPUS POLICE,630 SOUTH MAIN STREET,SPECIAL JURISDICTION,1840016030
1004887,WAPELLO COUNTY SHERIFFS DEPARTMENT / WAPELLO COUNTY JAIL,330 WEST 2ND STREET,SHERIFF'S OFFICE,1840009339
1007839,EASTERN KENTUCKY CORRECTIONAL COMPLEX,200 ROAD TO JUSTICE,LOCAL POLICE DEPARTMENT,1840015215
1022015,RADFORD CITY SHERIFFS OFFICE,619 2ND STREET,SHERIFF'S OFFICE,1840003864
1019146,BRENTWOOD POLICE DEPARTMENT,5211 MARYLAND WAY,LOCAL POLICE DEPARTMENT,1840013381
1005200,AUGUSTA POLICE DEPARTMENT,514 MAIN STREET,LOCAL POLICE DEPARTMENT,1840012100
1016024,RAYLAND POLICE DEPARTMENT,195 MAIN STREET,LOCAL POLICE DEPARTMENT,1840012122
1022790,BROWN COUNTY WORK RELEASE,125 SOUTH ADAMS STREET,LOCAL POLICE DEPARTMENT,1840002344
1016770,WALTERS COMMUNITY WORK CENTER,602 STATE ROUTE 5,LOCAL POLICE DEPARTMENT,1840021906
1010741,GREENVILLE POLICE DEPARTMENT,108 WALNUT STREET,LOCAL POLICE DEPARTMENT,1840008776
1016427,DRUMMOND POLICE DEPARTMENT,424 MAIN STREET,LOCAL POLICE DEPARTMENT,1840021647
1008384,BROCKTON POLICE DEPARTMENT,7 COMMERCIAL STREET,LOCAL POLICE DEPARTMENT,1840000467
1012273,MORGANTON DEPARTMENT OF PUBLIC SAFETY,304 SOUTH COLLEGE STREET,LOCAL POLICE DEPARTMENT,1840014504
1012497,WALNUT COVE POLICE DEPARTMENT,208 WEST 3RD STREET,LOCAL POLICE DEPARTMENT,1840016035
1014166,NEW YORK STATE POLICE TROOP T ZONE 2 - ALBANY,200 SOUTHERN BLVD,PRIMARY STATE AGENCY,1840000417
1007905,PLAQUEMINES PARISH SHERIFFS OFFICE,301 MAIN STREET,SHERIFF'S OFFICE,1840014028
1015104,ONONDAGA COUNTY SHERIFFS OFFICE,407 SOUTH STATE STREET,SHERIFF'S OFFICE,1840000378
1015571,LORAIN COUNTY SHERIFFS OFFICE / LORAIN COUNTY CORRECTIONAL FACILITY,9896 MURRAY RIDGE ROAD,SHERIFF'S OFFICE,1840000643
1001630,SOLANO COUNTY SHERIFFS OFFICE,"530 UNION AVENUE, SUITE 100",SHERIFF'S OFFICE,1840020253
1006418,ELWOOD POLICE DEPARTMENT,1505 SOUTH B STREET,LOCAL POLICE DEPARTMENT,1840008364
1020099,VAL VERDE COUNTY SHERIFF,295 FARM TO MARKET 2523,SHERIFF'S OFFICE,1840019607
1001291,PAYSON POLICE DEPARTMENT,303 NORTH BEELINE HIGHWAY,LOCAL POLICE DEPARTMENT,1840022857
1013934,HIDALGO COUNTY SHERIFFS DEPARTMENT,720 EAST 2ND STREET,SHERIFF'S OFFICE,1840020740
1020597,LA JOYA INDEPENDENT SCHOOL DISTRICT POLICE DEPARTMENT,221 NORTH STADIUM DRIVE,SPECIAL JURISDICTION,1840021032
1003558,SARASOTA POLICE DEPARTMENT,2099 ADAMS LANE,LOCAL POLICE DEPARTMENT,1840015988
1003098,CEDAR KEY POLICE DEPARTMENT,490 2ND STREET,LOCAL POLICE DEPARTMENT,1840015065
1012000,CITY OF DAVIDSON POLICE DEPARTMENT,216 SOUTH MAIN STREET,LOCAL POLICE DEPARTMENT,1840016353
1009081,SMITHSBURG POLICE DEPARTMENT,21 WEST WATER STREET,LOCAL POLICE DEPARTMENT,1840005618
1019520,ELKTON POLICE DEPARTMENT,168 MAIN STREET,LOCAL POLICE DEPARTMENT,1840142423
1005720,ILLINOIS STATE POLICE DISTRICT 18,102 STATE HIGHWAY 16,PRIMARY STATE AGENCY,1840009601
1012562,WINTERVILLE POLICE DEPARTMENT,2593 NORTH RAILROAD STREET,LOCAL POLICE DEPARTMENT,1840016279
1003951,DALTON COLLEGE DEPT OF PUBLIC SAFETY,650 COLLEGE DR.,SPECIAL JURISDICTION,1840014651
1010600,CASSVILLE POLICE DEPARTMENT,302 MAIN STREET,LOCAL POLICE DEPARTMENT,1840007654
1022792,UNIVERSITY OF WISCONSIN - GREEN BAY POLICE DEPARTMENT,2420 NICOLET DRIVE,SPECIAL JURISDICTION,1840002344
1003881,CHICKAMAUGA POLICE DEPT.,103 CRITTENDEN AVE.,LOCAL POLICE DEPARTMENT,1840014654
1011125,SENATH POLICE DEPARTMENT,301 WEST COMMERCIAL STREET,LOCAL POLICE DEPARTMENT,1840009949
1005595,HANOVER POLICE DEPARTMENT,207 JEFFERSON STREET,LOCAL POLICE DEPARTMENT,1840011104
1005957,PLANO POLICE DEPARTMENT,9 EAST NORTH STREET,LOCAL POLICE DEPARTMENT,1840009258
1022088,SUFFOLK CITY SHERIFFS OFFICE,150 NORTH MAIN STREET,SHERIFF'S OFFICE,1840003873
1009987,ADRIAN POLICE DEPARTMENT,209 MAINE AVE. SUITE 106,LOCAL POLICE DEPARTMENT,1840006820
1005589,GREENVILLE POLICE DEPARTMENT,404 SOUTH THIRD STREET,LOCAL POLICE DEPARTMENT,1840008563
1019269,SUMNER COUNTY SHERIFFS DEPARTMENT / SUMNER COUNTY JAIL / SUMNER COUNTY JUVENILE DETENTION CENTER,117 WEST SMITH STREET,SHERIFF'S OFFICE,1840013295
1016165,UNIVERSITY OF TOLEDO POLICE DEPARTMENT,1515 TOWERVIEW SOUTH,SPECIAL JURISDICTION,1840000572
1022318,SNOHOMISH COUNTY SHERIFFS OFFICE,3000 ROCKEFELLER AVENUE,SHERIFF'S OFFICE,1840019785
1010558,BRECKENRIDGE HILLS POLICE DEPARTMENT,9623 SAINT CHARLES ROCK ROAD,LOCAL POLICE DEPARTMENT,1840006127
1011042,RICHMOND POLICE DEPARTMENT,207 SUMMIT STREET,LOCAL POLICE DEPARTMENT,1840009600
1002119,GLEN HELEN REHABILITATION CENTER,18000 WEST INSTITUTION ROAD,LOCAL POLICE DEPARTMENT,1840021728
1001841,MARIN COUNTY SHERIFFS OFFICE - SOUTHERN SUBSTATION,850 DRAKE AVENUE,SHERIFF'S OFFICE,1840026767
1022348,BENTON COUNTY SHERIFFS OFFICE,"7122 WEST OKANOGAN PLACE, BUILDING A",SHERIFF'S OFFICE,1840018481
1002222,CALIFORNIA HIGHWAY PATROL - SANTA ANA AREA,2031 EAST SANTA CLARA AVENUE,PRIMARY STATE AGENCY,1840021964
1022078,GREENE COUNTY SHERIFFS OFFICE,10005 SPOTSWOOD TRAIL,SHERIFF'S OFFICE,1840006239
1018027,POLK BOROUGH POLICE DEPARTMENT,710 MAIN STREET,LOCAL POLICE DEPARTMENT,1840003428
1017035,OREGON STATE POLICE - TILLAMOOK WORK SITE,5995 LONG PRAIRIE ROAD,PRIMARY STATE AGENCY,1840021203
1013831,ALBUQUERQUE PUBLIC SCHOOLS POLICE DEPT.,"6400 UPTOWN BLVD., N.E.",SPECIAL JURISDICTION,1840019176
1003771,GEORGIA TECH POLICE DEPT,879 HEMPHILL AVENUE,SPECIAL JURISDICTION,1840013660
1019341,ROANE COUNTY SHERIFFS OFFICE / ROANE COUNTY JAIL,300 EAST RACE STREET,SHERIFF'S OFFICE,1840014499
1009751,MICHIGAN STATE POLICE DISTRICT 8 POST 84 - MUNISING,414 EAST MUNISING AVENUE,PRIMARY STATE AGENCY,1840003924
1011742,FROMBERG POLICE DEPARTMENT,118 WEST RIVER STREET,LOCAL POLICE DEPARTMENT,1840021215
1005051,FRUITLAND POLICE DEPARTMENT,200 SOUTH WHITLEY DRIVE,LOCAL POLICE DEPARTMENT,1840020013
1010682,EUREKA POLICE DEPARTMENT,120 CITY HALL DRIVE,LOCAL POLICE DEPARTMENT,1840008582
1015108,SYRACUSE POLICE DEPARTMENT TRANSPORTATION- ERIE STATION,2109 ERIE BOULEVARD EAST,LOCAL POLICE DEPARTMENT,1840000378
1005812,GRUNDY COUNTY JAIL,111 EAST WASHINGTON STREET,LOCAL POLICE DEPARTMENT,1840008243
1012301,NORTH CAROLINA STATE HIGHWAY PATROL TROOP G DISTRICT I - SUBSTATION,301 CRANBERRY STREET,PRIMARY STATE AGENCY,1840016115
1014310,NEW YORK CITY POLICE DEPARTMENT - 81ST PRECINCT,30 RALPH AVENUE,LOCAL POLICE DEPARTMENT,1840034030
1014299,NEW YORK CITY POLICE DEPARTMENT - 68TH PRECINCT,333 65TH STREET,LOCAL POLICE DEPARTMENT,1840034030
1000425,KENNEDY POLICE DEPARTMENT,17885 STATE HIGHWAY 96,LOCAL POLICE DEPARTMENT,1840016755
1008265,WARD 4 - SULPHUR CITY MARSHALS OFFICE,802 SOUTH HUNTINGTON STREET,CONSTABLE/MARSHAL,1840015927
1023636,WYOMING HIGHWAY PATROL - ROCK SPRINGS,3200 ELK STREET,PRIMARY STATE AGENCY,1840020101
1020198,EUSTACE POLICE DEPARTMENT,107 EDGAR STREET,LOCAL POLICE DEPARTMENT,1840020771
1020146,ECTOR POLICE DEPARTMENT,206 NORTH MAIN STREET,LOCAL POLICE DEPARTMENT,1840020595
1020789,MEADOWS PLACE POLICE DEPARTMENT,1 TROYAN DRIVE,LOCAL POLICE DEPARTMENT,1840020949
1012430,WILSON COUNTY SHERIFFS OFFICE - SIMMS SUBSTATION,6402 UNITED STATES HIGHWAY 264 ALTERNATE ROUTE,SHERIFF'S OFFICE,1840017785
1000106,SKAGWAY POLICE DEPARTMENT,79 STATE STREET,LOCAL POLICE DEPARTMENT,1840023311
1012129,GUILFORD COUNTY SHERIFFS DEPARTMENT / HIGH POINT DETENTION CENTER,507 EAST GREEN DRIVE,SHERIFF'S OFFICE,1840014479
1022442,PASCO POLICE DEPARTMENT - KURTZMAN PARK,333 SOUTH WEHE AVENUE,LOCAL POLICE DEPARTMENT,1840019888
1009073,WICOMICO COUNTY DEPARTMENT OF NATURAL RESOURCES,32144 MOUNT OLIVE ROAD,SPECIAL JURISDICTION,1840006219
1000032,ALASKA STATE TROOPERS - DILLINGHAM,536 KENNY WREN ROAD,PRIMARY STATE AGENCY,1840023279
1012415,CITY OF SELMA POLICE DEPARTMENT - SUBSTATION,501 WEST STREET,LOCAL POLICE DEPARTMENT,1840017794
1006920,AUBURN POLICE DEPARTMENT,161 WEST 9TH STREET,LOCAL POLICE DEPARTMENT,1840007401
1007187,MELVERN POLICE DEPARTMENT,141 SOUTH MAIN STREET,LOCAL POLICE DEPARTMENT,1840008605
1007225,STATE HIGHWAY PATROL TROOP A,1120 SOUTH ENTERPRISE STREET,PRIMARY STATE AGENCY,1840003833
1012112,NORTH CAROLINA STATE HIGHWAY PATROL TROOP H DISTRICT II,200 RICHMOND TECHNICAL COLLEGE DRIVE,PRIMARY STATE AGENCY,1840013516
1008874,JOHN HOPKINS BAYVIEW MEDICAL CENTER SECURITY DEPARTMENT,"NATHAN SHOCK DRIVE, ADMINISTRATIVE SERVICE CENTER BUILDING",LOCAL POLICE DEPARTMENT,1840001592
1007166,RILEY COUNTY POLICE DEPARTMENT AIRPORT SUBSTATION,1715 SOUTH AIRPORT ROAD,LOCAL POLICE DEPARTMENT,1840001589
1012294,ALCOHOL LAW ENFORCEMENT DISTRICT II - NEW BERN STATION,1289 COLONY DRIVE,SPECIAL JURISDICTION,1840014591
1022708,ONEIDA POLICE DEPARTMENT,2783 FREEDOM ROAD,LOCAL POLICE DEPARTMENT,1840002348
1012093,CITY OF GREENSBORO POLICE DEPARTMENT - SOUTH / CITY OF GREENSBORO POLICE DEPARTMENT - CENTRAL,2602 SOUTH ELM-EUGENE STREET,LOCAL POLICE DEPARTMENT,1840013356
1013643,POINT PLEASANT BEACH POLICE DEPARTMENT,416 NEW JERSEY AVENUE,LOCAL POLICE DEPARTMENT,1840001486
1014135,DOUGLAS COUNTY SHERIFFS OFFICE - SUBSTATION / LAKE TAHOE JAIL / DOUGLAS COUNTY JUVENILE DETENTION CENTER,175 UNITED STATES HIGHWAY 50,SHERIFF'S OFFICE,1840018827
1004566,KAUAI POLICE DEPARTMENT - HANALEI DIVISION,5-4390 KUHIO HIGHWAY,LOCAL POLICE DEPARTMENT,1840023223
1022429,WASHINGTON STATE PARKS AND RECREATION COMMISSION,7150 CLEANWATER DRIVE SOUTHWEST,LOCAL POLICE DEPARTMENT,1840019865
1021664,ANTELOPE ISLAND STATE PARK POLICE DEPARTMENT,DAVIS COUNTY CAUSEWAY,LOCAL POLICE DEPARTMENT,1840021352
1010602,REYNOLDS COUNTY SHERIFFS DEPARTMENT / REYNOLDS COUNTY JAIL,2319 GREEN STREET,SHERIFF'S OFFICE,1840007597
1022834,KENDALL POLICE DEPARTMENT,219 EAST SOUTH RAILROAD STREET,LOCAL POLICE DEPARTMENT,1840002570
1007349,KANSAS HIGHWAY PATROL TROOP B - DONIPHAN,1219 LAST CHANCE ROAD,PRIMARY STATE AGENCY,1840010555
1023519,WEST LIBERTY POLICE DEPARTMENT,126 MAIN STREET,LOCAL POLICE DEPARTMENT,1840005513
1008888,UNION MEMORIAL HOSPITAL SECURITY DEPARTMENT,201 EAST UNIVERSITY PARKWAY,LOCAL POLICE DEPARTMENT,1840001592
1000004,ALASKA STATE TROOPERS - ANCHOR POINT,34115 STERLING HIGHWAY,PRIMARY STATE AGENCY,1840023410
1005911,PALMYRA POLICE DEPARTMENT,110 EAST STATE STREET,LOCAL POLICE DEPARTMENT,1840012658
1007857,WINCHESTER POLICE DEPARTMENT,16 SOUTH MAPLE STREET,LOCAL POLICE DEPARTMENT,1840015216
1006902,AMERICUS POLICE DEPARTMENT,604 MAIN STREET,LOCAL POLICE DEPARTMENT,1840007470
1012241,NORTH CAROLINA STATE HIGHWAY PATROL TROOP G DISTRICT II,3975 STATE HIGHWAY 226 SOUTH,PRIMARY STATE AGENCY,1840015372
1007499,KENTUCKY STATE POLICE - POST 6,4265 NORTH DIXIE HIGHWAY,PRIMARY STATE AGENCY,1840013179
1007577,PERRY COUNTY SHERIFFS OFFICE,481 MAIN STREET,SHERIFF'S OFFICE,1840014376
1011217,WALKER POLICE DEPARTMENT,103 NORTH 5TH STREET,LOCAL POLICE DEPARTMENT,1840010842
1011879,BETHEL POLICE DEPARTMENT SUBSTATION,ELM STREET,LOCAL POLICE DEPARTMENT,1840015389
1011029,PURCELL POLICE DEPARTMENT,104 WEST 3RD STREET,LOCAL POLICE DEPARTMENT,1840009911
1012285,CHOWAN UNIVERSITY DEPARTMENT OF PUBLIC SAFETY,1 UNIVERSITY PLACE,SPECIAL JURISDICTION,1840016045
1023135,UNION CENTER POLICE DEPARTMENT,1000 BRIDGE STREET,LOCAL POLICE DEPARTMENT,1840002224
1006864,INDIANA STATE POLICE - DISTRICT 14,5921 STATE ROAD 43 NORTH,PRIMARY STATE AGENCY,1840010430
1010828,KELSO POLICE DEPARTMENT,426 NORTH MESSMER STREET,LOCAL POLICE DEPARTMENT,1840013034
1012830,NEBRASKA STATE FIRE MARSHALS OFFICE,246 SOUTH 14TH STREET,CONSTABLE/MARSHAL,1840009357
1011389,MISSISSIPPI HIGHWAY PATROL TROOP D,1301 CYPRESS AVE,PRIMARY STATE AGENCY,1840013739
1009099,SHEPPARD PRATT HEALTH SYSTEM SECURITY,"SHEPPARD DRIVE, WEINBERGH BUILDING",LOCAL POLICE DEPARTMENT,1840005695
1010979,HOLT COUNTY SHERIFFS DEPARTMENT / HOLT COUNTY JAIL,107 SOUTH MAIN STREET,SHERIFF'S OFFICE,1840009456
1012547,NORTH CAROLINA STATE BUREAU OF INVESTIGATION,108 DUNDEE STREET,LOCAL POLICE DEPARTMENT,1840016150
1006987,KANSAS HIGHWAY PATROL TROOP C - MORRIS,971 UNITED STATES HIGHWAY 56,PRIMARY STATE AGENCY,1840001648
1007144,LEROY POLICE DEPARTMENT,713 MAIN STREET,LOCAL POLICE DEPARTMENT,1840008658
1011703,MONTANA HIGHWAY PATROL DISTRICT 4 - BILLINGS OFFICE,615A SOUTH 27TH STREET,PRIMARY STATE AGENCY,1840018496
1021587,UTAH HIGHWAY PATROL - SECTION 14 - NEPHI OFFICE,425 WEST SHEEP LANE DRIVE,PRIMARY STATE AGENCY,1840020188
1012661,WARD COUNTY SHERIFFS OFFICE / WARD COUNTY JAIL,315 3RD STREET SOUTHEAST,SHERIFF'S OFFICE,1840000053
1022656,BROWNSVILLE POLICE DEPARTMENT,514 RAILROAD STREET,LOCAL POLICE DEPARTMENT,1840002736
1022778,GAYS MILLS POLICE DEPARTMENT,212 MAIN STREET,LOCAL POLICE DEPARTMENT,1840002884
1022914,MELROSE POLICE DEPARTMENT,112 NORTH WASHINGTON STREET,LOCAL POLICE DEPARTMENT,1840002398
1007176,MAYETTA POLICE DEPARTMENT,119 EAST MAIN STREET,LOCAL POLICE DEPARTMENT,1840008455
1023501,VALLEY GROVE POLICE DEPARTMENT,8526 NATIONAL ROAD,LOCAL POLICE DEPARTMENT,1840005511
1007101,KANOPOLIS POLICE DEPARTMENT,119 NORTH KANSAS STREET,LOCAL POLICE DEPARTMENT,1840008604
1023224,TOWN OF JUNIOR POLICE DEPARTMENT,130 ROW AVENUE,LOCAL POLICE DEPARTMENT,1840005884
1003495,PEMBROKE PINES POLICE DEPARTMENT,9500 PINES BOULEVARD,LOCAL POLICE DEPARTMENT,1840015141
1010905,MARTINSBURG POLICE DEPARTMENT,101 EAST WASHINGTON STREET,LOCAL POLICE DEPARTMENT,1840009618
1010976,OLD MONROE POLICE DEPARTMENT,151 MAIN STREET,LOCAL POLICE DEPARTMENT,1840009682
1009074,WICOMICO COUNTY FIRE MARSHALS OFFICE,"201 BAPTIST STREET, SUITE 17",CONSTABLE/MARSHAL,1840006219
1008921,MARYLAND STATE POLICE - CHESTERTOWN DETACHMENT,101 DIXON DRIVE,PRIMARY STATE AGENCY,1840005798
1006525,INDIANA STATE POLICE - DISTRICT 52,8620 EAST 21ST STREET,PRIMARY STATE AGENCY,1840030084
1011246,WHEATON POLICE DEPARTMENT,219 EAST MAIN STREET,LOCAL POLICE DEPARTMENT,1840010897
1010919,MEXICO DEPARTMENT OF PUBLIC SAFETY - SUBSTATION,417 EAST CENTRAL STREET,SPECIAL JURISDICTION,1840008515
1008841,MARYLAND EXECUTIVE PROTECTION SECURITY DIVISION,"100 STATE CIRCLE, MARYLAND STATE HOUSE",LOCAL POLICE DEPARTMENT,1840005928
1012031,NORTH CAROLINA DIVISION OF FOREST RESOURCES - DISTRICT SEVEN,861 BEREA CHURCH ROAD,LOCAL POLICE DEPARTMENT,1840013315
1012436,NORTH CAROLINA DIVISION OF PARKS - DISMAL SWAMP STATE PARK,2294 UNITED STATES HIGHWAY 17 NORTH,LOCAL POLICE DEPARTMENT,1840025766
1010572,BUTTERFIELD POLICE DEPARTMENT,602 ASH STREET,LOCAL POLICE DEPARTMENT,1840010898
1011186,THEODOSIA POLICE DEPARTMENT,VILLAGE HALL DRIVE,LOCAL POLICE DEPARTMENT,1840013061
1006395,DAYTON POLICE,6531 WALNUT STREET,LOCAL POLICE DEPARTMENT,1840009426
1006517,HOMECROFT POLICE DEPARTMENT,4925 SHELBY ST,LOCAL POLICE DEPARTMENT,1840030084
1011131,BARRY COUNTY SHERIFFS OFFICE - SUBSTATION,STATE HIGHWAY 39,SHERIFF'S OFFICE,1840006523
