hospital_id,name,address,status,ownership_information,city_id
4099403,TRI - STATE MEMORIAL HOSPITAL,1221 HIGHLAND AVE,OPEN,NON-PROFIT,1840018499
8798310,FRANCISCAN HEALTH HARRISON MEDICAL CENTER,2520 CHERRY AVE,OPEN,PROPRIETARY,1840018410
8898405,MULTICARE MARY BRIDGE CHILDREN'S HOSPITAL AND HEALTH CENTER,317 MARTIN LUTHER KING JR WAY,OPEN,NON-PROFIT,1840021129
8998239,WHIDBEY HEALTH,101 NORTH MAIN STREET,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840021075
9098101,VIRGINIA MASON MEDICAL CENTER,1100 NINTH AVENUE,OPEN,NON-PROFIT,1840021117
9198502,CAPITAL MEDICAL CENTER,3900 CAPITAL MALL DR SW,OPEN,PROPRIETARY,1840019865
9299352,LOURDES COUNSELING CENTER,1175 CARONDELET DRIVE,OPEN,NON-PROFIT,1840019889
14898168,CASCADE BEHAVIORAL HEALTH,12844 MILITARY ROAD SOUTH,OPEN,PROPRIETARY,1840021120
9698107,SWEDISH BALLARD,5300 TALLMAN AVE NW,OPEN,NON-PROFIT,1840021117
9798108,VA PUGET SOUND HEALTH CARE SYSTEM,1660 S COLUMBIAN WAY,OPEN,GOVERNMENT - FEDERAL,1840021117
9898104,UW MEDICINE - HARBORVIEW MEDICAL CENTER,325 NINTH AVE,OPEN,GOVERNMENT - LOCAL,1840021117
9998133,UW MEDICAL CENTER - NORTHWEST SEATTLE HOSPITAL,1550 NORTH 115TH ST,OPEN,NON-PROFIT,1840021117
10098004,OVERLAKE MEDICAL CENTER,1035 116TH AVE NE,OPEN,NON-PROFIT,1840018417
10398902,VIRGINIA MASON MEMORIAL HOSPITAL,2811 TIETON DRIVE,OPEN,NON-PROFIT,1840021154
10498034,FAIRFAX BEHAVIORAL HEALTH,10200 NE 132ND ST,OPEN,PROPRIETARY,1840019836
10598272,EVERGREENHEALTH MONROE,14701 179TH AVE SE,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840019791
10698372,MULTICARE GOOD SAMARITAN HOSPITAL,407 14TH AVE SE,OPEN,NON-PROFIT,1840019859
10798122,SWEDISH MEDICAL CENTER - CHERRY HILL CAMPUS,500 17TH AVE,OPEN,NON-PROFIT,1840021117
10998022,FRANCISCAN HEALTH ST. ELIZABETH HOSPITAL,1455 BATTERSBY AVENUE,OPEN,NON-PROFIT,1840019825
11098112,KAISER PERMANENTE - CENTRAL CAMPUS,201 16TH AVENUE EAST,OPEN,PROPRIETARY,1840021117
11198166,HIGHLINE COMMUNITY HOSPITAL,16251 SYLVESTER RD SW,OPEN,NON-PROFIT,1840018420
11298125,KINDRED HOSPITAL SEATTLE - NORTHGATE,10631 8TH AVENUE NE,OPEN,PROPRIETARY,1840021117
11398506,PROVIDENCE ST. PETER HOSPITAL,413 LILLY RD NE,OPEN,NON-PROFIT,1840019865
11498499,FRANCISCAN HEALTH ST. CLARE HOSPITAL,11315 BRIDGEPORT WAY SW,OPEN,NON-PROFIT,1840019860
11598003,FRANCISCAN HEALTH ST. FRANCIS HOSPITAL,34515 9TH AVENUE SOUTH,OPEN,NON-PROFIT,1840019826
11698686,LEGACY SALMON CREEK MEDICAL CENTER,2211 NE 139TH STREET,OPEN,NON-PROFIT,1840021189
11798411,MULTICARE ALLENMORE HOSPITAL,1901 S UNION AVE,OPEN,NON-PROFIT,1840021129
11898332,FRANCISCAN HEALTH ST. ANTHONY HOSPITAL,11567 CANTERWOOD BLVD NW,OPEN,NON-PROFIT,1840019855
11998027,SWEDISH ISAQUAH,2005 NW SAMMAMISH ROAD,OPEN,NON-PROFIT,1840018422
12198052,SWEDISH MEDICAL CENTER - REDMOND ED,18100 UNION HILL ROAD,OPEN,NON-PROFIT,1840019835
10898405,MULTICARE TACOMA GENERAL HOSPITAL,315 MARTIN LUTHER KING JR WAY,OPEN,NON-PROFIT,1840021129
15298250,PEACEHEALTH PEACE ISLAND MEDICAL CENTER,1117 SPRING STREET,OPEN,NON-PROFIT,1840021065
15698541,SUMMIT PACIFIC MEDICAL CENTER,600 MAIN STREET,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840019844
196784887,KINDRED HOSPITAL SEATTLE - FIRST HILL,1334 TERRY AVE,OPEN,NOT AVAILABLE,1840021117
196784888,KAISER PERMANENTE CENTRAL CAMPUS,125 16TH AVE E,OPEN,NOT AVAILABLE,1840021117
196784889,MULTICARE COVINGTON MEDICAL CENTER,17700 SE 272ND ST,OPEN,NOT AVAILABLE,1840018425
196784890,SWEDISH - MILL CREEK,13020 MERIDIAN AVE S,OPEN,NOT AVAILABLE,1840019785
15598271,SMOKEY POINT BEHAVIORAL HOSPITAL,3955 156TH ST NE,OPEN,PROPRIETARY,1840019789
14798201,BHC FAIRFAX HOSPITAL NORTH,916 PACIFIC AVE,OPEN,PROPRIETARY,1840019785
5198206,PROVIDENCE REGIONAL MEDICAL CENTER - EVERETT PACIFIC CAMPUS,916 PACIFIC AVE,OPEN,NON-PROFIT,1840019785
15198272,FAIRFAX BEHAVIORAL HEALTH MONROE,14701 179TH AVE SE,OPEN,PROPRIETARY,1840019791
196784891,RAINIER SPRINGS,2805 NE 129TH ST,OPEN,NOT AVAILABLE,1840021189
196784892,INLAND NORTHWEST BEHAVIORAL HEALTH,104 W 5TH AVE,OPEN,NOT AVAILABLE,1840021093
196784893,WELLFOUND BEHAVIORAL HEALTH HOSPITAL,3402 S 19TH ST,OPEN,NOT AVAILABLE,1840021129
196784894,SOUTH SOUND BEHAVIORAL HOSPITAL,605 WOODLAND SQUARE LOOP,OPEN,NOT AVAILABLE,1840019866
196784170,ACUITY SPECIALTY HOSPITAL OF MORGANTOWN,"1200 JD ANDERSON DRIVE, 4TH FLOOR",OPEN,NOT AVAILABLE,1840005647
7426003,ACUITY SPECIALTY HOSPITAL OHIO VALLEY WHEELING,"1 MEDICAL PARK, 6TH FLOOR",OPEN,PROPRIETARY,1840005510
1125801,BECKLEY ARH HOSPITAL,306 STANAFORD ROAD,OPEN,NON-PROFIT,1840006350
2325401,BERKELEY MEDICAL CENTER,2500 HOSPITAL DRIVE,OPEN,NON-PROFIT,1840005742
1425130,BOONE MEMORIAL HOSPITAL,701 MADISON AVENUE,OPEN,GOVERNMENT - LOCAL,1840006305
1626624,"BRAXTON COUNTY MEMORIAL HOSPITAL, INC",100 HOYLMAN DRIVE,OPEN,NON-PROFIT,1840006114
5226416,"BROADDUS HOSPITAL ASSOCIATION, INC","1 HEALTHCARE DRIVE MANSFIELD HILL, PO BOX 930",OPEN,NON-PROFIT,1840005883
1925701,CABELL HUNTINGTON HOSPITAL INC,1340 HAL GREER BOULEVARD,OPEN,NON-PROFIT,1840006211
126101,CAMDEN CLARK MEDICAL CENTER,800 GARFIELD AVE,OPEN,NON-PROFIT,1840005786
225301,CHARLESTON AREA MEDICAL CENTER,501 MORRIS STREET,OPEN,NON-PROFIT,1840006196
196784256,CHARLESTON AREA MEDICAL CENTER - TRANSPLANT,"501 MORRIS ST, PO BOX 1393",OPEN,NOT AVAILABLE,1840006196
2125301,CHARLESTON SURGICAL HOSPITAL,1306 KANAWHA BOULEVARD EAST,OPEN,PROPRIETARY,1840006196
525702,CORNERSTONE SPECIALTY HOSPITALS HUNTINGTON,"2900 FIRST AVENUE, 2E",OPEN,PROPRIETARY,1840006211
5326241,DAVIS MEDICAL CENTER,"812 GORMAN AVENUE, PO BOX 1484",OPEN,NON-PROFIT,1840005991
625705,ENCOMPASS HEALTH REHAB HOSPITAL OF HUNTINGTON,6900 WEST COUNTRY CLUB DRIVE,OPEN,PROPRIETARY,1840006211
2726504,ENCOMPASS HEALTH REHAB HOSPITAL OF MORGANTOWN,1160 VAN VOORHIS ROAD,OPEN,PROPRIETARY,1840005647
5626105,ENCOMPASS HEALTH REHAB HOSPITAL OF PARKERSBURG,3 WESTERN HILLS DRIVE,OPEN,PROPRIETARY,1840005786
2924740,ENCOMPASS HEALTH REHAB HOSPITAL OF PRINCETON,120 12TH ST,OPEN,PROPRIETARY,1840006402
2526354,"GRAFTON CITY HOSPITAL, INC",1 HOSPITAL PLAZA,OPEN,GOVERNMENT - LOCAL,1840005779
5426847,GRANT MEMORIAL HOSPITAL,"117 HOSPITAL DRIVE, PO BOX 1019",OPEN,GOVERNMENT - LOCAL,1840005861
2624970,GREENBRIER VALLEY MEDICAL CENTER,"1320 MAPLEWOOD AVENUE, PO BOX 497",OPEN,PROPRIETARY,1840006286
5526757,HAMPSHIRE MEMORIAL HOSPITAL,363 SUNRISE BOULEVARD,OPEN,NON-PROFIT,1840005756
725304,HIGHLAND HOSPITAL,300 56TH ST SE,OPEN,NON-PROFIT,1840006196
152726301,HIGHLAND - CLARKSBURG HOSPITAL INC,3 HOSPITAL PLAZA,OPEN,PROPRIETARY,1840005767
3025271,JACKSON GENERAL HOSPITAL,122 PINNELL ST,OPEN,NON-PROFIT,1840006008
825438,JEFFERSON MEDICAL CENTER,300 SOUTH PRESTON STREET,OPEN,NON-PROFIT,1840038308
3125601,LOGAN REGIONAL MEDICAL CENTER,20 HOSPITAL DRIVE,OPEN,PROPRIETARY,1840006336
925709,MILDRED MITCHELL - BATEMAN HOSPITAL,1530 NORWAY AVENUE,OPEN,GOVERNMENT - STATE,1840006211
3226147,MINNIE HAMILTON HEALTH SYSTEM,186 HOSPITAL DRIVE,OPEN,NON-PROFIT,1840006044
3326505,MON HEALTH MEDICAL CENTER,1200 JD ANDERSON DR,OPEN,PROPRIETARY,1840005647
3425136,"MONTGOMERY GENERAL HOSPITAL, INC","401 SIXTH AVENUE, FAYETTE COUNTY",OPEN,NON-PROFIT,1840038276
5726003,PETERSON HEALTHCARE AND REHABILITATION HOSPITAL,20 HOMESTEAD AVENUE,OPEN,PROPRIETARY,1840005510
3625901,PLATEAU MEDICAL CENTER,430 MAIN STREET WEST,OPEN,PROPRIETARY,1840006297
3826726,POTOMAC VALLEY HOSPITAL,100 PIN OAK LANE,OPEN,PROPRIETARY,1840005723
7626537,PRESTON MEMORIAL HOSPITAL,150 MEMORIAL DRIVE,OPEN,NON-PROFIT,1840005651
4024740,PRINCETON COMMUNITY HOSPITAL,"122 12TH STREET, PO BOX 1369",OPEN,GOVERNMENT - LOCAL,1840006402
4125801,RALEIGH GENERAL HOSPITAL,1710 HARPER ROAD,OPEN,PROPRIETARY,1840006350
1026038,REYNOLDS MEMORIAL HOSPITAL,800 WHEELING AVE,OPEN,NON-PROFIT,1840038307
1225701,RIVER PARK HOSPITAL,1230 SIXTH AVENUE,OPEN,PROPRIETARY,1840006211
4225276,ROANE GENERAL HOSPITAL,200 HOSPITAL DRIVE,OPEN,NON-PROFIT,1840006110
4325301,SELECT SPECIALTY HOSPITAL,333 LAIDLEY STREET,OPEN,PROPRIETARY,1840006196
1526175,SISTERSVILLE GENERAL HOSPITAL,314 SOUTH WELLS STREET,OPEN,NOT AVAILABLE,1840005746
4425301,ST FRANCIS HOSPITAL,333 LAIDLEY ST,OPEN,NON-PROFIT,1840006196
1726201,ST JOSEPH'S HOSPITAL,1 AMALIA DRIVE,OPEN,NON-PROFIT,1840005997
1825701,ST MARY'S MEDICAL CENTER,2900 1ST AVENUE,OPEN,NON-PROFIT,1840006211
4526452,STONEWALL JACKSON MEMORIAL HOSPITAL,230 HOSPITAL PLAZA,OPEN,NON-PROFIT,1840005930
5925951,SUMMERS COUNTY ARH HOSPITAL,115 SUMMERS HOSPITAL ROAD,OPEN,NON-PROFIT,1840006368
4626651,SUMMERSVILLE REGIONAL MEDICAL CENTER,400 FAIRVIEW HEIGHTS ROAD,OPEN,GOVERNMENT - LOCAL,1840006227
2225309,THOMAS MEMORIAL HOSPITAL,4605 MACCORKLE AVENUE SW,OPEN,NON-PROFIT,1840006200
6026330,UNITED HOSPITAL CENTER,327 MEDICAL PARK DRIVE,OPEN,NON-PROFIT,1840005766
4824801,WELCH COMMUNITY HOSPITAL,454 MCDOWELL STREET,OPEN,GOVERNMENT - STATE,1840006422
6326506,WEST VIRGINIA UNIVERSITY HOSPITALS,1 MEDICAL CENTER DRIVE,OPEN,NON-PROFIT,1840005647
6426155,WETZEL COUNTY HOSPITAL,3 EAST BENJAMIN DRIVE,OPEN,GOVERNMENT - LOCAL,1840005670
4926003,WHEELING HOSPITAL,1 MEDICAL PARK,OPEN,NON-PROFIT,1840005510
5026452,WILLIAM R SHARPE JR HOSPITAL,936 SHARPE HOSPITAL ROAD,OPEN,GOVERNMENT - STATE,1840005930
196784895,WVUH TRANSPLANT,1 MEDICAL CENTER DRIVE,OPEN,NOT AVAILABLE,1840005647
9854736,ADVENTHEALTH DURAND,1220 3RD AVE W,OPEN,NON-PROFIT,1840002351
10054001,AMERY HOSPITAL AND CLINIC,265 GRIFFIN STREET EAST,OPEN,NON-PROFIT,1840002049
10154001,AMERY HOSPITAL AND CLINIC BEHAVIORAL HEALTH CENTER,230 DERONDA STREET,OPEN,NON-PROFIT,1840002049
10853405,ASCENSION ALL SAINTS HOSPITAL,3801 SPRING ST,OPEN,NON-PROFIT,1840002493
10753403,ASCENSION ALL SAINTS HOSPITAL,1320 WISCONSIN AVE,OPEN,NON-PROFIT,1840002493
953014,ASCENSION CALUMET HOSPITAL,614 MEMORIAL DRIVE,OPEN,NON-PROFIT,1840002521
7653211,ASCENSION COLUMBIA ST MARY'S HOSPITAL MILWAUKEE,2323 N LAKE DR,OPEN,NON-PROFIT,1840003046
151453097,ASCENSION COLUMBIA ST MARY'S HOSPITAL OZAUKEE,13111 N PORT WASHINGTON RD,OPEN,NON-PROFIT,1840037989
9454915,ASCENSION NE WISCONSIN - ST ELIZABETH CAMPUS,1506 S ONEIDA ST,OPEN,NON-PROFIT,1840002400
15254904,ASCENSION NE WISCONSIN - MERCY CAMPUS,500 S OAKWOOD RD,OPEN,NON-PROFIT,1840002246
8053211,ASCENSION SACRED HEART REHABILITATION HOSPITAL,"2301 N LAKE DRIVE, 8TH FLOOR",OPEN,NON-PROFIT,1840003046
13753045,ASCENSION SE WISCONSIN HOSPITAL - ELMBROOK CAMPUS,19333 W NORTH AVE,OPEN,NON-PROFIT,1840003012
6753132,ASCENSION SE WISCONSIN HOSPITAL - FRANKLIN CAMPUS,10101 S 27TH ST,OPEN,NON-PROFIT,1840003043
8153210,ASCENSION SE WISCONSIN HOSPITAL - ST JOSEPH CAMPUS,5000 W CHAMBERS ST,OPEN,NON-PROFIT,1840003046
7853215,ASCENSION ST FRANCIS HOSPITAL,3237 S 16TH ST,OPEN,NON-PROFIT,1840003046
196784896,ASCENSION WISCONSIN HOSP MENOMONEE FALLS CAMPUS,"N88W14275 MAIN STREET, SUITE 100",OPEN,NOT AVAILABLE,1840003020
196784897,ASCENSION WISCONSIN HOSPITAL GREENFIELD CAMPUS,4935 S 76TH ST SUITE 100,OPEN,NOT AVAILABLE,1840003039
196784898,ASCENSION WISCONSIN HOSPITAL WAUKESHA CAMPUS,"2325 FOX RUN BLVD, SUITE 100",OPEN,NOT AVAILABLE,1840003008
2853901,ASPIRUS DIVINE SAVIOR HOSPITAL,2817 NEW PINERY ROAD,OPEN,NON-PROFIT,1840002712
13054521,ASPIRUS EAGLE RIVER HOSPITAL,201 HOSPITAL ROAD,OPEN,NON-PROFIT,1840001982
5654409,ASPIRUS LANGLADE HOSPITAL,112 E FIFTH AVE,OPEN,NON-PROFIT,1840001565
150554451,"ASPIRUS MEDFORD HOSPITAL AND CLINICS, INC",135 S GIBSON ST,OPEN,NOT AVAILABLE,1840001571
5854452,ASPIRUS MERRILL HOSPITAL,601 S CENTER AVE,OPEN,NON-PROFIT,1840001562
196784121,ASPIRUS PLOVER HOSPITAL,5409 VERN HOLMES DR,OPEN,NOT AVAILABLE,1840002320
9254501,ASPIRUS RHINELANDER HOSPITAL,2251 NORTH SHORE DR,OPEN,NON-PROFIT,1840002046
15454495,ASPIRUS RIVERVIEW HOSPITAL AND CLINICS INC,410 DEWEY ST,OPEN,NOT AVAILABLE,1840002333
10354481,ASPIRUS STEVENS POINT HOSPITAL,900 ILLINOIS AVE,OPEN,NON-PROFIT,1840002320
151954487,ASPIRUS TOMAHAWK HOSPITAL,401 W MOHAWK DR SUITE 100,OPEN,NOT AVAILABLE,1840001561
5754401,ASPIRUS WAUSAU HOSPITAL,333 PINE RIDGE BLVD,OPEN,NON-PROFIT,1840002163
454311,AURORA BAYCARE MEDICAL CTR,2845 GREENBRIER RD,OPEN,PROPRIETARY,1840002344
13253121,AURORA LAKELAND MEDICAL CENTER,W3985 COUNTY ROAD NN,OPEN,NON-PROFIT,1840002480
9653024,AURORA MEDICAL CENTER,975 PORT WASHINGTON ROAD,OPEN,NON-PROFIT,1840002823
6454143,AURORA MEDICAL CENTER BAY AREA,3003 UNIVERSITY DR,OPEN,NON-PROFIT,1840003930
10653105,AURORA MEDICAL CENTER BURLINGTON,252 MCHENRY ST,OPEN,NON-PROFIT,1840002491
196784900,AURORA MEDICAL CENTER MOUNT PLEASANT,13250 WASHINGTON AVE,OPEN,NOT AVAILABLE,1840038102
5153142,AURORA MEDICAL CTR KENOSHA,10400 75TH ST,OPEN,NON-PROFIT,1840003160
6154241,AURORA MEDICAL CTR MANITOWOC COUNTY,5000 MEMORIAL DRIVE,OPEN,NON-PROFIT,1840002206
15154904,AURORA MEDICAL CTR OSHKOSH,855 N WESTHAVEN DRIVE,OPEN,NON-PROFIT,1840002246
13653027,AURORA MEDICAL CTR WASHINGTON COUNTY,1032 E SUMNER ST,OPEN,NON-PROFIT,1840002831
8253213,AURORA PSYCHIATRIC HOSPITAL,1220 DEWEY AVE,OPEN,NON-PROFIT,1840003033
12353083,AURORA SHEBOYGAN MEMORIAL MEDICAL CTR,2629 N 7TH ST,OPEN,NON-PROFIT,1840002628
7453223,AURORA SINAI MEDICAL CENTER,945 N 12TH ST,OPEN,NON-PROFIT,1840003046
6853110,AURORA ST LUKES MED CTR SOUTH SHORE,5900 SOUTH LAKE DRIVE,OPEN,NON-PROFIT,1840003045
7353215,AURORA ST LUKES MEDICAL CENTER,"2900 W OKLAHOMA AVE, 5TH FLOOR GALLERIA BUILDING",OPEN,NON-PROFIT,1840003046
7153215,AURORA ST LUKES MEDICAL CENTER,2900 W OKLAHOMA AVE,OPEN,NON-PROFIT,1840003046
8453227,AURORA WEST ALLIS MEDICAL CENTER,8901 W LINCOLN AVE,OPEN,NON-PROFIT,1840003034
9054153,BELLIN HEALTH OCONTO HOSPITAL,820 ARBUTUS AVE,OPEN,NON-PROFIT,1840001575
554305,BELLIN MEMORIAL HOSPITAL,744 S WEBSTER AVE,OPEN,NON-PROFIT,1840002344
654301,BELLIN PSYCHIATRIC CENTER,301 E ST JOSEPH ST,OPEN,NON-PROFIT,1840002344
11153511,BELOIT MEMORIAL HOSPITAL,1969 W HART RD,OPEN,NON-PROFIT,1840002471
4854615,BLACK RIVER MEMORIAL HOSPITAL,711 W ADAMS ST,OPEN,NON-PROFIT,1840002397
2054311,BROWN COUNTY COMMUNITY TREATMENT CTR,3150 GERSHWIN DRIVE,OPEN,GOVERNMENT - LOCAL,1840002344
854840,BURNETT MEDICAL CENTER,257 W ST GEORGE AVE,OPEN,NON-PROFIT,1840001995
7553226,CHILDRENS HOSPITAL OF WISCONSIN,9000 W WISCONSIN AVE,OPEN,NON-PROFIT,1840003046
14954956,CHILDRENS HOSPITAL OF WISCONSIN FOX VALLEY,130 SECOND ST,OPEN,NON-PROFIT,1840002244
16553295,CLEMENT J ZABLOCKI VETERANS AFFAIRS,5000 WEST NATIONAL AVENUE,OPEN,GOVERNMENT - FEDERAL,1840003046
17853821,CROSSING RIVERS HEALTH MEDICAL CENTER,37868 US HWY 18,OPEN,NON-PROFIT,1840002890
1854829,CUMBERLAND MEMORIAL HOSPITAL,1110 7TH AVENUE,OPEN,NON-PROFIT,1840002072
2154235,DOOR COUNTY MEDICAL CENTER,323 SOUTH 18TH AVENUE,OPEN,NON-PROFIT,1840003935
11253534,EDGERTON HOSPITAL AND HEALTH SERVICES,11101 N SHERMAN ROAD,OPEN,NON-PROFIT,1840002468
3654880,ESSENTIA HEALTH ST MARY'S HOSPITAL - SUPERIOR,3500 TOWER AVE,OPEN,NON-PROFIT,1840038034
2954935,FOND DU LAC COUNTY ACUTE PSYCH UNIT,459 E FIRST ST,OPEN,GOVERNMENT - LOCAL,1840002603
4753538,FORT MEMORIAL HOSPITAL,611 SHERMAN AVE E,OPEN,NON-PROFIT,1840003004
196784901,FROEDTERT COMMUNITY HOSPITAL,11421 N PORT WASHINGTON RD,OPEN,NOT AVAILABLE,1840037989
196784902,FROEDTERT COMMUNITY HOSPITAL,7901 S 6TH ST,OPEN,NOT AVAILABLE,1840003047
196784904,FROEDTERT COMMUNITY HOSPITAL,4805 S MOORLAND RD,OPEN,NOT AVAILABLE,1840003025
7253226,FROEDTERT MEMORIAL LUTHERAN HOSPITAL,9200 W WISCONSIN AVE,OPEN,NON-PROFIT,1840003046
14053051,FROEDTERT MENOMONEE FALLS HOSPITAL,W180 N8085 TOWN HALL RD,OPEN,NON-PROFIT,1840003020
4953143,FROEDTERT SOUTH - FROEDTERT KENOSHA HOSPITAL,6308 EIGHTH AVE,OPEN,NON-PROFIT,1840003160
5253158,FROEDTERT SOUTH - FROEDTERT PLEASANT PRAIRIE HOSPITAL,9555 76TH ST,OPEN,NON-PROFIT,1840003163
13853095,FROEDTERT WEST BEND HOSPITAL,3200 PLEASANT VALLEY ROAD,OPEN,NON-PROFIT,1840002829
196784905,GRANITE HILLS HOSPITAL,1706 S 68TH ST,OPEN,NOT AVAILABLE,1840003046
4153813,GRANT REGIONAL HEALTH CENTER,507 S MONROE ST,OPEN,NON-PROFIT,1840002969
151753805,GUNDERSEN BOSCOBEL AREA HOSPITAL AND CLINICS,205 PARKER ST,OPEN,NON-PROFIT,1840002972
5354601,GUNDERSEN LUTHERAN MEDICAL CENTER,1910 SOUTH AVE,OPEN,NON-PROFIT,1840002577
12954634,GUNDERSEN ST JOSEPHS HOSPITAL AND CLINICS,400 WATER AVE,OPEN,NON-PROFIT,1840002691
12754773,GUNDERSEN TRI - COUNTY HOSPITAL AND CLINICS,18601 LINCOLN ST,OPEN,NON-PROFIT,1840002386
12554843,HAYWARD AREA MEMORIAL HOSPITAL,11040 N STATE RD 77,OPEN,NON-PROFIT,1840001997
6054221,HOLY FAMILY MEMORIAL,2300 WESTERN AVE,OPEN,NON-PROFIT,1840002213
9154568,HOWARD YOUNG MEDICAL CTR,240 MAPLE ST,OPEN,NON-PROFIT,1840025295
150654154,HSHS ST CLARE MEMORIAL HOSPITAL,855 S MAIN ST,OPEN,NON-PROFIT,1840001576
11754016,HUDSON HOSPITAL AND CLINIC,405 STAGELINE ROAD,OPEN,NON-PROFIT,1840002135
13354871,INDIANHEAD MEDICAL CENTER SHELL LAKE,113 4TH AVE,OPEN,PROPRIETARY,1840002001
151854020,LADD MEMORIAL HOSPITAL,2600 65TH AVENUE,OPEN,NOT AVAILABLE,1840002057
10953185,LAKEVIEW SPECIALTY HOSPITAL AND REHAB CENTER,1701 SHARP ROAD,OPEN,PROPRIETARY,1840002488
2254303,LIBERTAS GREEN BAY,1701 DOUSMAN ST,OPEN,NON-PROFIT,1840002344
15354449,MARSHFIELD MEDICAL CENTER,611 ST JOSEPH AVE,OPEN,NON-PROFIT,1840002336
1753916,MARSHFIELD MEDICAL CENTER - BEAVER DAM,707 S UNIVERSITY AVE,OPEN,NON-PROFIT,1840002738
195554701,MARSHFIELD MEDICAL CENTER - EAU CLAIRE,2310 CRAIG RD,OPEN,NOT AVAILABLE,1840002296
196784906,MARSHFIELD MEDICAL CENTER - EAU CLAIRE TEL,2116 CRAIG RD,OPEN,NOT AVAILABLE,1840002296
11554848,MARSHFIELD MEDICAL CENTER - LADYSMITH,900 COLLEGE AVE WEST,OPEN,GOVERNMENT - LOCAL,1840002082
196784118,MARSHFIELD MEDICAL CENTER - MINOCQUA,9576 HIGHWAY 70,OPEN,NOT AVAILABLE,1840025293
2654456,MARSHFIELD MEDICAL CENTER - NEILLSVILLE,N3708 RIVER AVE,OPEN,NON-PROFIT,1840002255
10554552,MARSHFIELD MEDICAL CENTER - PARK FALLS,98 SHERRY AVE,OPEN,NOT AVAILABLE,1840002010
354868,MARSHFIELD MEDICAL CENTER - RICE LAKE,1700 WEST STOUT STREET,OPEN,NON-PROFIT,1840002075
6354476,MARSHFIELD MEDICAL CENTER - WESTON,3400 MINISTRY PARKWAY,OPEN,NON-PROFIT,1840038093
3754703,MAYO CLINIC HEALTH SYSTEM IN EAU CLAIRE,1221 WHIPPLE ST,OPEN,NON-PROFIT,1840002296
1054724,MAYO CLINIC HEALTH SYSTEM - CHIPPEWA VALLEY,1501 THOMPSON ST,OPEN,NON-PROFIT,1840002106
5454601,MAYO CLINIC HEALTH SYSTEM - FRANCISCAN HEALTHCARE,700 WEST AVENUE SOUTH,OPEN,NON-PROFIT,1840002577
254812,MAYO CLINIC HEALTH SYSTEM - NORTHLAND,1222 E WOODLAND AVE,OPEN,NON-PROFIT,1840002069
12854758,MAYO CLINIC HEALTH SYSTEM - OAKRIDGE,13025 8TH ST,OPEN,NON-PROFIT,1840002392
6554751,MAYO CLINIC HEALTH SYSTEM - RED CEDAR,2321 STOUT RD,OPEN,NON-PROFIT,1840037988
150754656,MAYO CLINIC HLTH SYSTM FRANCISCAN HLTHCARE SPARTA,310 W MAIN ST,OPEN,NOT AVAILABLE,1840002565
5553530,MEMORIAL HOSPITAL OF LAFAYETTE COUNTY,800 CLAY ST,OPEN,GOVERNMENT - LOCAL,1840003098
1654806,MEMORIAL MEDICAL CENTER,1615 MAPLE LANE,OPEN,NON-PROFIT,1840003916
3153704,MENDOTA MENTAL HEALTH INSTITUTE,301 TROY DR,OPEN,GOVERNMENT - STATE,1840002915
11353548,MERCY HEALTH SYSTEM CORP,1000 MINERAL POINT AVE,OPEN,NON-PROFIT,1840002467
13553147,MERCY WALWORTH HOSPITAL AND MEDICAL CENTER,N2950 STATE ROAD 67,OPEN,NON-PROFIT,1840002479
6653132,MIDWEST ORTHOPEDIC SPECIALTY HOSPITAL,"10101 SOUTH 27TH ST, 2ND FLOOR",OPEN,PROPRIETARY,1840003043
5053948,MILE BLUFF MEDICAL CENTER,1050 DIVISION ST,OPEN,NON-PROFIT,1840002230
7953226,MILWAUKEE COUNTY BEHAVIORAL HEALTH DIVISION,9455 W WATERTOWN PLANK RD,OPEN,GOVERNMENT - LOCAL,1840003046
196784908,MIRAMONT BEHAVIORAL HEALTH,3169 DEMING WAY,OPEN,NOT AVAILABLE,1840002919
153934,MOUNDVIEW MEMORIAL HOSPITAL AND CLINICS,402 W LAKE ST,OPEN,NON-PROFIT,1840002233
6254403,NORTH CENTRAL HEALTH CARE,1100 LAKEVIEW DR,OPEN,GOVERNMENT - LOCAL,1840002163
196784909,NORTH CENTRAL HEALTH CARE,2380 MARSHALL ST,OPEN,NOT AVAILABLE,1840002163
15554449,NORWOOD HEALTH CENTER,1600 N CHESTNUT AVE,OPEN,GOVERNMENT - LOCAL,1840002336
152254720,OAKLEAF SURGICAL HOSPITAL,1000 OAKLEAF WAY,OPEN,NOT AVAILABLE,1840002295
6953212,ORTHOPAEDIC HOSPITAL OF WISCONSIN,475 W RIVER WOODS PKWY,OPEN,PROPRIETARY,1840003037
2753925,PRAIRIE RIDGE HEALTH,1515 PARK AVE,OPEN,NON-PROFIT,1840002708
13953066,PROHEALTH OCONOMOWOC MEMORIAL HOSPITAL,791 E SUMMIT AVE,OPEN,NON-PROFIT,1840003027
196784910,PROHEALTH WAUKESHA MEMORIAL HOSP - MUKWONAGO CAMPUS,240 MAPLE AVE,OPEN,NOT AVAILABLE,1840003022
