fire_emergency_id,name,address,city_id
2292777,Unified Fire Authority Taylorsville Fire Station 118,5317 South 2700 West,1840021387
2292778,Franklin Fire Department Station 3,298 Mallory Station Road,1840013380
2292798,Woodhaven Fire Department Station 2,18705 Van Horn Road,1840001848
2292802,Rutland Dundee Fire Protection District,11 East Higgins Road,1840011348
2292817,Bruceton Mills - Brandonville Volunteer Fire Department,142 Union Street,1840005654
2292823,San Francisco Fire Department Station 31,441 12th Avenue,1840021543
2292830,Hernando County Fire Station 3,13240 Spring Hill Drive,1840014105
2292861,Sedgwick County Fire District 1 Station 33,10625 West 53rd Street North,1840009869
2292876,Brent Volunteer Fire Department,Highway 59 South,1840034627
2292889,Tazlina Volunteer Fire Department,Old Richardson Highway,1840023387
2292894,Sapulpa Fire Department Station 3,23 East Murphy Avenue,1840021691
2292901,California Department of Forestry and Fire Protection Miller Station 15,9127 West Lilac Road,1840020620
2292914,Earlton Fire Department,4265 150th Road,1840001694
2292915,Lane Volunteer Fire Department,201 Main Street,1840026970
2292917,Ebenezer Volunteer Fire Department,1002 Turnersburg Highway,1840015358
2292926,San Bernardino County Department Fire Station 229,202 North Meridian Avenue,1840020407
2292949,West Douglas County Fire Protection District - Station 131,228 North State Highway 67,1840018807
2292961,Sycamore Fire Department,10 South Railroad Avenue,1840015854
2292983,Princeton Fire Department Station 1,100 Courthouse Road,1840006402
2293004,Arrey Derry Fire Department Station 2,County Road B037,1840025045
2293007,South Metro Fire Rescue Authority Station 35,12080 East Briarwood Avenue,1840020211
2293013,South Hutchinson Volunteer Fire Department,20 East Blanchard Avenue,1840009762
2293017,Sarasota County Fire Department Station 22,4531 Englewood Road,1840015989
2293025,Belleville Fire Department,110 Front Street,1840013487
2293036,Shasta County Fire Department - Montgomery Creek Station 71,29876 State Highway 299 East,1840018730
2293055,Riverside County Fire Department Station 65 - Kennedy Park,15111 Indian Street,1840020552
2293057,Devol Volunteer Fire Department,Wichita Avenue,1840021907
2293084,Frenchtown Charter Township Fire Department Station 2,2885 Nadeau Road,1840003987
2293090,Bethany Fire Department,2140 Wade Stedman Road,1840016442
2293096,Union City Fire Department,101 Elm Avenue,1840022732
2293108,Carrolls Creek Volunteer Fire Department Station 2,11604 Stonehedge Road,1840014819
2293112,Oklahoma City Fire Department Station 21,3000 Southwest 29th Street,1840020428
2293121,Sandy Springs Fire Rescue Department Station 3,6025 Raider Drive,1840015609
2293129,Walton County Fire Rescue Department Station 4,1402 H D Atha Road,1840014786
2293147,Bay Shore Fire Station,1355 Union Boulevard,1840005017
2293151,Lone Pine Fire Protection District - Station 2,140 Sunset Drive,1840017642
2293152,Wahoo Volunteer Fire and Rescue Department,158 West 6th Street,1840003455
2293159,Danville Volunteer Fire Department,220 Park Avenue,1840006306
2293160,Contra Costa County Fire Protection District Station 3,1520 Rossmoor Parkway,1840021531
2293163,Columbus Division of Fire Station 34,5201 Wilcox Road,1840003760
2293193,Binghamton Fire Department Station 1,259 Conklin Avenue,1840000460
2293200,Karns Volunteer Fire Department Station 2,2150 North Campbell Station Road,1840014486
2293216,Honolulu Fire Department Station 22 Manoa,2850 East Manoa Road,1840013305
2293229,Gordon Fire Department,155 Hooks Street,1840013792
2293238,Dundee Fire Department,118 East Merrill Avenue,1840017241
2293243,Milford Volunteer Fire Department,201 12th Street,1840008544
2293246,Stafford County Rural Fire Department Station 430,102 North Main Street,1840007526
2293271,Saint Clair Township Fire Department,3900 Hamilton Trenton Road,1840003803
2293277,Russellville Fire Department Station 4,2315 East 16th Street,1840014541
2293293,Buffalo Volunteer Fire Department,223 Main Street,1840019540
2293296,Marianna Fire and Rescue Department Station 15,4425 Clinton Street,1840015897
2293301,Bushnell Fire Protection District Station 1,410 North Dean Street,1840007221
2293310,Iron River Fire Department,8285 US Highway 2,1840026071
2293312,Dayton Fire Department Station 18,207 South Smithville Road,1840034249
2293328,Missoula Fire Department Station 1,625 East Pine Street,1840019840
2293331,Monterey Volunteer Fire Department,40 Sawdridge Creek Road,1840014278
2293339,Noblesville Fire Department Station 72,400 South Harbour Drive,1840013891
2293347,Nyssa Fire Department,203 Good Avenue,1840020001
2293358,Anchorage Middletown Fire Department - EMS Station 4,1400 Evergreen Road,1840030815
2293368,Jay Fire Department,211 South 5th Street,1840019046
2293377,Seven Hills Fire Department,7195 Broadview Road,1840003411
2293389,Boscobel Volunteer Fire Department and Rescue Squad,510 Wisconsin Avenue,1840002972
2293410,South Pekin Volunteer Fire Department Station 1,209 West Main Street,1840011993
2293416,York Fire Department,14 North Roosevelt Street,1840015489
2293434,San Ramon Valley Fire Protection District Station 38,1600 Bollinger Canyon Road,1840021530
2293438,Good Hope - Sciota Fire Protection District,145 West Main Street,1840012110
2293446,Cumru Township Fire Department Station 3,743 Mountain View Road,1840001185
2293474,Freeburg Fire Protection District,410 West High Street,1840012871
2293508,Glacier National Park Fire Department,64 Grinnell Drive,1840023742
2293515,Elizabeth Township Fire and EMS,2287 South Childrens Home Road,1840010508
2293530,Granite Quarry Fire Department,143 North Salisbury Avenue,1840016268
2293546,Strinestown Community Fire Company Station 26,5690 Susquehanna Trail,1840001455
2293547,Louisville Fire Department - Engine 17,1824 Garland Avenue,1840030815
2293582,Carlton Fire Department,100 4th Street North,1840006648
2293593,Charlottesville Fire Department Station 10,2420 Fontaine Avenue,1840001678
2293594,East Grayson County Fire Department,165 Wooldridge Street,1840030387
2293610,Economy Volunteer Fire Department Station 69 - 1,2854 Conway Wallrose Road,1840001011
2293614,Horseshoe Bend Fire District,115 Ada Street,1840020005
2293618,Lewisville Fire Department Station 5,651 Waters Ridge Drive,1840020639
2293628,Buechel Fire Protection District - Station 2,4649 Poplar Level Road,1840030815
2293670,Federal Fire Department Station 16,Elrod Road,1840013305
2293686,Winner Fire Department,100 East Tripp Avenue,1840002682
2293692,Ridge Spring Fire Department,201 Green Street,1840017970
2293698,Ireton Community Fire Department,508 4th Street,1840007984
2293699,Norwich Township Fire Department Station 82,2491 Walker Road,1840007265
2293707,Ashland Fire Department Station 3,3101 South 29th Street,1840013195
2293715,Pennfield Township Fire Department Station 1,20230 Capital Avenue Northeast,1840003176
2293719,Parryville Volunteer Fire Company District 8,359 Main Street,1840003565
2293742,Pelham Fire Department,333 West Railroad Street,1840014967
2293745,Lowndes County District 1 Volunteer Fire and Rescue Department Border Springs Station,13036 State Highway 12 East,1840015690
2293750,Tullos Volunteer Fire Department,10187 South Main Street,1840017058
2293764,Arthur Rural Fire Protection District Station,550 Main Street,1840000172
2293784,Bowdon Fire Department,220 Warrington Avenue,1840000116
2293804,Davis Fire Department Station 31,530 5th Street,1840018833
2293836,Springfield Township Volunteer Fire Department,7111 North 300 West,1840013869
2293839,Ackerman Fire Department,272 East Quinn Street,1840015717
2293850,Hollandale Volunteer Fire Department,East South Street,1840014830
2293856,Clio Rural Fire Department Eastside,612 South Main Street,1840016587
2293886,Dayton Fire Department Station 1,1169 Market Street,1840014525
2293928,Morrison Fire Department,206 West Main Street,1840008149
2293936,Seeley Lake Rural Fire District,200 Firehouse Drive,1840018435
2293989,South Central Buchanan County Fire Protection District Station 2,14323 Southeast State Highway 371,1840032051
2293993,West Jordan City Fire Department Station 52,7950 South Redwood Road,1840021388
2293995,Quitman Volunteer Fire Department - Phillip Varvil Station,217 Damascus Road,1840014542
2294007,Marysville Fire Company Station 6,326 Cameron Street,1840001303
2294026,Hudlow Fire and Rescue Station 1,2910 Hudlow Road,1840016320
2294037,Hanover Township Fire Department Station 1,129 West Allen Street,1840011196
2294048,Madera County Fire Department Station 18 Cedar Valley Volunteer Fire Department,44907 Lakeside Drive,1840018918
2294057,Wenonah Fire Department,14 South West Avenue,1840001525
2294061,Meridian Fire Department Station 5,2302 State Highway 39 North,1840014891
2294074,Athens Volunteer Fire Department,413 South State Street,1840006403
2294084,Channelview Volunteer Fire Department Station 1,16229 Market Street,1840018253
2294103,Cobb County Fire and Emergency Services Station 26,3862 Cherokee Street Northwest,1840014756
2294118,Vann Crossroads Fire Department,4550 Church Road,1840016435
2294125,Loco Volunteer Fire Department,State Highway 53,1840021888
2294130,Aroney Fire Department Station 2,2007 County Road 26,1840016554
2294138,Napoleonville Volunteer Fire Department Station 3,276 Napoleon Avenue,1840018259
2294159,Hughes Volunteer Fire Department,206 Blackwood Street,1840014621
2294167,Lynbrook Volunteer Fire Department Headquarters,81 Wright Avenue,1840005304
2294175,Middleborough Volunteer Fire Department Station 23,1913 Middleborough Road,1840005675
2294180,Darby Fire Patrol 2,512 Chestnut Street,1840000695
2294186,Grangeville Fire Department,225 West North Street,1840019893
2294188,Birmingham Fire and Rescue Service Station 31,2478 Alton Road,1840006507
2294189,Greenville - Overbrook Fire Department,US Highway 77,1840020561
2294207,Martin County Fire Rescue Station 24,16550 Southwest Warfield Boulevard,1840014189
2294208,Orrick Fire Protection District,502 State Highway Z,1840009599
2294209,Hibbing Fire Department Station 3,303 3rd Avenue North,1840006594
2294225,Alma Fire Department Station 2,126 Collum Lane East,1840013420
2294231,West Lafayette Fire Department Station 3,1100 West Kalberer Road,1840010430
2294240,New Harmony Fire Station - Kolob Station,1388 South Old Highway 91,1840022558
2294263,Wilson Rescue Fire Department Station 1,307 Hines Street West,1840015383
2294269,Marin County Fire Department Tomales Station,599 Dillon Beach Road,1840018888
2294270,Prichard Fire Department Whistler Station,3638 West Main Street,1840014990
2294275,Bartow County Fire Department - Station 11,1750 Old Alabama Road,1840016671
2294318,Burbank Fire Department Station 12,644 North Hollywood Way,1840019233
2294322,District 9 Eastland Fire and Rescue,5470 Eastland Road,1840015354
2294328,Pend Oreille County Fire District 2 Station 25,302 Central Avenue,1840021061
2294331,Eastside Fire and Rescue Station 88 Wilderness Rim,43204 Southeast 172nd Place,1840019833
2294334,Lamar Volunteer Fire Department,8681 Broadway Avenue,1840021820
2294336,Willow River Fire Department,8099 County Highway 61,1840009981
2294338,Los Angeles County Fire Department - Station 134,43225 25th Street West,1840020516
2294347,Savannah Fire Department Station 10,13710 Coffee Bluff Road,1840015830
2294353,Beech Grove Fire Department 56,1202 Albany Street,1840007307
2294386,Nashville Fire Department Station 29,4201 Gallatin Pike,1840036155
2294388,Naval Region Northwest Fire and Emergency Services,76 Firehouse Lane,1840023797
2294399,Rolling Fork Fire Department,302 Center Street,1840014334
2294425,Northview Fire Department,104 Perkinson Road,1840015421
2294426,Boulder Fire - Rescue Station 1,2441 13th Street,1840018774
2294440,Wichita Fire Department Station 12,3443 South Meridian Avenue,1840001686
2294446,Sylvan Grove Rural Fire Department,127 South Main Street,1840009684
2294453,Grand Junction Fire and Rescue Unit,107 West Main Street,1840008121
2294474,Dougherty Fire Department,104 North 1st Street,1840021892
2294477,Albany Fire Department South End House Engine 5 Ladder 1,289 South Pearl Street,1840000417
2294488,Cobb County Fire and Emergency Services Station 23,3470 New MacLand Road,1840014755
2294489,Cobb County Fire and Emergency Services Station 24,3540 Paul Samuel Road Northwest,1840014756
2294492,Peoria Fire Department Station 8,832 West Hurlburt Street,1840009373
2294512,Spring Valley Volunteer Fire Department Hook and Ladder Company 1,7 West Furman Place,1840004986
2294522,Miller Fire Department,3278 Main Street,1840009636
2294524,Topeka Fire Department Station 11,2000 Northwest Lower Silver Lake Road,1840001621
2294535,Pike County Volunteer Fire Department Station 8,1585 Gresham Road,1840015754
2294548,Holyoke Volunteer Fire Department,407 East Denver Street,1840020164
2294558,South Metro Fire Rescue Authority Station 33,7281 East Dry Creek Road,1840020211
2294599,Minnetonka Fire Department Station 2,1815 Hopkins Crossroad,1840007831
2294601,Willis - Powell Fire Department,17050 Rushing Road,1840021925
2294605,Dog Island Volunteer Fire Department,537 Gulf Shore Drive,1840015055
2294606,Bay District Volunteer Fire Department Station 9,45774 Fire Department Lane,1840006228
2294610,Conway Fire Department Station 2,704 Country Club Drive,1840014716
2294625,Lono - Rolla Volunteer Fire Department Substation 3,11744 State Highway 222,1840015563
2294635,Republican City Fire and Rescue Department,102 Truman Avenue,1840012301
2294665,Los Angeles County Fire Department Station 71,28722 West Pacific Coast Highway,1840028310
2294677,Chicago Fire Department District 6 Station 80,12701 South Doty Avenue,1840000494
2294679,California Department of Forestry and Fire Protection Redding Station,6103 Airport Road,1840020141
2294688,Little America Holdings Fire Department,Interstate 80,1840018690
2294692,New Chicago Volunteer Fire Department,127 Huber Boulevard,1840007093
2294707,Hillsborough County Fire Rescue Valrico Station 36,116 North Dover Road,1840013123
2294738,Portland East Deering Fire Station,576 Ocean Avenue,1840000327
2294741,Homer Fire Protection District Station 1,501 North Main Street,1840012223
2294743,Unit 7 Fire Protection District Station 4,102 Water Street,1840012651
2294748,Comstock Fire and Rescue Station 9 - 3,8700 East Michigan Avenue,1840003184
2294758,Eldred Borough Volunteer Fire Department Station 4,4 Platt Street,1840000524
2294771,Durango Fire Protection District Station 9 Durango West Station,50 Lazy Pine Drive,1840018929
2294785,Seattle Fire Department Station 29,2139 Ferry Avenue Southwest,1840021117
2294787,Taylors Falls Fire Department,637 1st Street,1840008895
2294791,Pinole Fire Department Station 74,3700 Pinole Valley Road,1840020281
2294804,Lakota Volunteer Fire Department,205 Brewer Street,1840007957
2294807,Tess Corners Volunteer Fire Department Station 4,W195 S10030 Racine Avenue,1840003023
2294811,Montgomery Fire Department Station 11,3305 Biltmore Avenue,1840008353
2294829,Townsville Volunteer Fire Department,12729 State Highway 39 North,1840014433
2294830,Tilton Fire and Rescue Station 1,121 West 5th Street,1840012188
2294833,Dawson County Fire and Emergency Services Headquarters Station 1,393 Memory Lane,1840014677
2294842,Polk County Fire Department Station 5 Buckeye,250 Buckeye Loop Road,1840015970
2294844,Gwinnett County Fire and Emergency Services Station 27,2825 Old Fountain Road,1840014743
2294857,Evansville Fire Department Station 8,2003 North Kentucky Avenue,1840013730
2294882,Shamrock Shores Volunteer Fire Department,355 Shamrock Drive,1840019545
2294885,Greenhorn Creek Volunteer Fire Department,2049 Red Bluff Circle,1840028344
2294888,Griffith Fire Department,5190 Peters Creek Parkway,1840015324
2294892,Santa Clara County Fire Department - Quito Station,18870 Saratoga Los Gatos Road,1840021575
2294915,Ouray National Wildlife Refuge Fire Station,19001 East Wildlife Refuge Road,1840018748
2294918,Slackwood Volunteer Fire Company,21 Slack Avenue,1840005473
2294920,Centerville Volunteer Fire Company Station 52,8930 Placer Road,1840020141
2294924,Portland Fire and Rescue Station 29 Powellhurst,13310 Southeast Foster Road,1840019941
2294927,Lyons Volunteer Fire Department,319 East Main Street,1840001662
2294932,Newark Volunteer Fire Station,500 Hill Street,1840014511
2294938,Greenville City Fire Department Station 6,14 Pelham Road,1840013501
2294947,Marion County Fire District 1 Station 2 Middle Grove,3820 Cordon Road Northeast,1840021224
2294948,Forkland Volunteer Fire Department,13319 US Highway 43,1840002097
2294953,Pongo Volunteer Fire Department,47 Bloss Road,1840014371
2294973,Reno Fire Department Station 7,3050 Skyline Boulevard,1840020121
2294989,Dumont Fire Department,103 Main Street,1840007775
2294990,Melrose Volunteer Fire Department,North 5th Street and East Avenue A,1840022817
2294995,Placer County Fire Department Station 16 / South Placer Fire Department Station 4,5300 Olive Ranch Road,1840017559
2295008,Shreveport Fire Department Station 3,1421 East 70th Street,1840015768
2295011,Krooked Kreek Volunteer Fire Department Southern Hills Substation,4167 State Highway 7 South,1840013327
2295016,Little Rock Fire Department Station 21,17000 Chenal Valley Drive,1840015509
2295017,Upper White Oak Volunteer Fire Department Station,521 State Highway 387,1840014799
2295031,North Shore Fire Department Station 4 Whitefish Bay,825 East Lexington Boulevard,1840003036
2295046,Lumpkin Fire Department Station 1,57A Pinetree Way,1840014672
2295051,Wilmore City Fire Department,301 West Linden Street,1840015220
2295082,Carrollton Volunteer Fire Department,15020 Carrollton Boulevard,1840024808
2295089,Haines Volunteer Fire Department,213 Haines Highway Cutoff,1840023317
2295096,Jewell Fire Department,8125 Independence Road,1840007133
2295100,Snohomish County Fire District 17 Station 87,116 South Granite Avenue,1840019787
2295120,Poteet Volunteer Fire Department,530 Avenue H,1840020989
2295131,Somerville Fire Department,117 West North Street,1840017868
2295145,Placer County Fire Department Station 75 - Paige,5390 Nicolaus Road,1840020231
2295150,Morning Star Fire Department Station 5,4933 East Grand Avenue,1840014670
2295170,Columbia Fire Department - Station 15 Cedar Creek,8300 Winsboro Road,1840015598
2295177,Gasper Township Fire Department,4195 Paint Creek Road,1840001519
2295178,Duluth Fire Department - Station 2,2627 West Superior Street,1840007685
2295189,Lubbock Fire Department Station 15,8002 Venita Avenue,1840020604
2295201,Apollo Fire Department Station 40,707 North 5th Street,1840000882
2295205,East Side Fire Protection District Station 1,1723 North Belt East,1840007486
2295219,Beaver Volunteer Fire Department,7000 State Highway 335,1840012751
2295225,Odell Fire Protection District,210 South Front Street,1840011787
2295235,Nenana Volunteer Fire Department and Emergency Medical Services,602 Market Street,1840023455
2295255,Elloree Fire Department,2180 East Cleveland Street,1840016822
2295271,Harbor Rural Fire Protection District,98069 West Benham Lane,1840017458
2295279,Farber Volunteer Fire Department,114 East US Highway 54,1840008514
2295280,Minneapolis Fire Department - Station 8,2749 Blaisdell Avenue South,1840007830
2295282,Saint Tammany Parish Fire District 2 Station 21,424 State Highway 22,1840017181
2295285,North Richland Hills Fire Department Station 5,7202 Dick Fisher Drive,1840020703
2295312,Hinton Volunteer Fire Department,115 South Broadway Avenue,1840021768
2295313,Cuba Fire Department,6255 State Highway 381,1840026921
2295321,Clarksville Fire Department Station 1,106 East Stansifer Avenue,1840009665
2295328,Rockville Volunteer Fire Department - Station 33,11430 Falls Road,1840005837
2295334,Columbus Fire Department Station 3,80 South Gladstone Avenue,1840013714
2295347,Monticello Volunteer Fire Department,108 East Jefferson Street,1840012352
2295351,Bigfoot Volunteer Fire Department,13988 Farm to Market Road 472,1840018280
2295385,Jefferson Township Volunteer Fire Department,7614 State Highway 139,1840006053
2295401,Los Angeles County Fire Department Station 122,2600 Greenmeadow Road,1840020515
2295410,Estacion de Bomberos de Villalba,Carretera 149 Km 56  Avenida Félix Luis Hernández,1630023667
2295442,Allegheny Valley Volunteer Fire Company Station 315,851 Parkway Drive,1840026476
2295455,Glendo Volunteer Fire Department,203 South Yellowstone Highway,1840021306
2295457,Geneva Fire Department,44 North Forest Street,1840008145
2295465,Lumberton Fire Department and Emergency Medical Services Station 2,8890 Keith Road,1840020896
2295481,Dallas Fire and Rescue Station 37,6780 Greenville Avenue,1840019440
2295492,Beckwourth Fire District Station 1,180 Main Street,1840017511
2295499,Manning Fire and Rescue Department,700 West Street,1840000491
2295508,Elm Grove Volunteer Fire Department,90 Elm Grove Hill Road,1840012752
2295513,North Richland Hills Fire Department Station 3,5328 Davis Boulevard,1840020703
2295514,Wellston Fire Department Station 1,200 North Pennsylvania Avenue,1840001622
2295519,Wells Volunteer Fire Department,516 Seventh Street,1840021335
2295530,Bethel Township Fire Department,8735 South Second Street,1840010507
2295536,Bromide Fire Department,105 Main Street,1840021903
2295541,Monroe Fire Department Station 1,911 East Third Street,1840003987
2295552,Douglas County Fire District 2 Station 4,240 35th Street Northwest,1840019795
2295557,Gillespie Fire Department,115 North Macoupin Street,1840008489
2295584,Milan Township Fire Department Station 1,1 South Center Street,1840011545
2295589,Santee Fire Department Station 4,8950 Cottonwood Avenue,1840021992
2295590,Lancaster Fire Department Station 2,3132 North Houston School Road,1840020714
2295596,Bartley Volunteer Fire Department,101 West Walnut Street,1840012292
2295613,Terre Haute Fire Department Station 5,28 South 9th Street,1840009671
2295633,Vandalia Division of Fire Station 3,257 North Dixie Drive,1840003786
2295646,Cooper Township Fire Department Station 1,1590 D Avenue West,1840003185
2295651,Mount Morris Township Fire Station 1 Central,5413 Bicentennial Drive,1840002943
2295654,Wayne Fire Protection District 1,302 North Main Street,1840012888
2295667,Marshall Township Volunteer Fire Department,11085 State Highway 506,1840007375
2295684,Danville Fire Department Station 191,76 North Kentucky Street,1840009539
2295726,Coronado Fire Department,1001 6th Street,1840019354
2295752,Loving Volunteer Fire Department,8891 State Highway 114 East,1840036491
2295772,Reliance Hook and Ladder Volunteer Fire Company Station 61,1661 Mill Road,1840005548
2295773,Culver Union Township Fire Department,504 Lake Shore Drive,1840009301
2295797,Lexington Fire Station Number 2,285 Hargrave Road,1840015360
2295805,Bootjack Fire and Rescue Department,49676 Bootjack Road,1840013132
2295821,Iowa Falls Fire Department,218 South River Street,1840008079
2295838,Woodland Fire Protection District,103 East Main Street,1840011865
2295850,Westfall Township Fire Department 39,101 Mountain Avenue,1840000627
2295881,Jessamine County Fire District Station 5,2321 South Elkhorn Road,1840014330
2295913,Vienna Fire Department,203 North 4th Street,1840010864
2295930,Penn Forest Township Volunteer Fire Company 2,1507 State Route 534,1840026377
2295933,Cutlerville Fire Department,11 68th Street Southwest,1840002928
2295943,Saint Joseph County Airport Authority Department of Public Safety Fire Station,4821 Lincoln Way West,1840009241
2295989,Adair Fire Department,103 North Mayes Street,1840021659
2295990,Mount Olive Volunteer Fire Department,283 State Highway 165,1840006012
2296004,Nashville Fire Department Station 23,6215 Centennial Boulevard,1840036155
2296014,Seneca Area Fire Protection District Station 2 Dessa,19017 State Highway Y,1840008793
2296021,Harrell Volunteer Fire Department,118 East Central Street,1840016810
2296025,Lake Lure Volunteer Fire Department,622 Memorial Highway,1840016318
2296037,South County Fire Station 17 - Edmonds Downtown,275 6th Avenue North,1840037645
2296061,Skuna Valley Volunteer Fire Department,78 County Road 430,1840016732
2296075,Riverside Fire Department Station 5 - Airport,5883 Arlington Avenue,1840020551
2296077,Ouachita Parish Fire Protection District 1 Station 5 Swartz,3413 State Highway 594,1840014881
2296087,District 5 Fire and Rescue Cassville,227 Cassville Lane,1840015354
2296108,Sunrise Fire Rescue Station 92,13721 Northwest 21st Street,1840016000
2296125,Pechanga Fire Department Station 1,48240 Pechanga Road,1840021937
2296134,Cookes Peak Fire District 403 and 405,2470 Tulip Drive Northeast,1840019458
2296158,North Bay Volunteer Fire Department,2114 State Highway 49,1840084729
2296167,Commack Volunteer Fire Department Station 4,160 Kings Park Road,1840005030
2296179,Modesto Fire Department - Station 12,4820 Salida Boulevard,1840018908
2296198,Santa Barbara City Fire Department Station 3,415 East Sola Street,1840021829
2296203,Missouri Department of Conservation Forestry Ozark Regional Field Fire Facility Office Ava,State Highway 76,1840007647
2296215,Jersey Village Fire Department,16501 Jersey Drive,1840019620
2296217,Union Convent Volunteer Fire Department Station 1,9793 State Highway 44,1840025126
2296219,Staton House Fire and Rescue Station 2,2225 Staton Mill Road,1840015389
2296221,McDermitt Fire Protection District,Olavarria Street and Pioneer Road,1840017479
2296224,Central Surry Volunteer Fire Department,611 South Main Street,1840016030
2296226,Houston Fire Department Station 71,15200 Space Center Boulevard,1840020925
2296229,Kingdom Volunteer Fire Department,3471 State Highway 28,1840006158
2296231,Pine Brook Volunteer Fire Department,47 Bloomfield Avenue,1840033379
2296234,Manchester Fire Department Station 5,44 Webster Street,1840002983
2296260,Sandwich Fire Rescue Department Central Station,23 Wentworth Hill Road,1840026133
2296275,Claflin Fire Department,309 West Front Street,1840007481
2296283,Brooklyn Park Fire Department - Station 1,1707 85th Avenue North,1840004023
2296304,Richmond Fire Department Station 4,801 South L Street,1840014176
2296325,Rio Rancho Fire and Rescue Station Number 7,641 Rockaway Boulevard Northeast,1840020387
2296331,Des Plaines Fire Department - Station 62,1313 East Oakton Street,1840007032
2296345,Clarksburg Fire Department Station 24,150 North Ohio Avenue,1840005767
2296358,Headrick Volunteer Fire Department,300 North 8th Street,1840021850
2296367,Wichita Fire Department Station 11,1845 George Washington Boulevard,1840001686
2296371,Lewiston Volunteer Fire Company 2,1705 Saunders Settlement Road,1840000371
2296379,Wilson County Rural Fire District Station 4,5357 200 Road,1840001693
2296394,Story Volunteer Fire and Rescue,14 Crooked Street,1840018597
2296402,Kilpatrick Volunteer Fire Department,101 County Road 370,1840016554
2296409,Logan Township Volunteer Fire Department - Bremen,301 Breneke Street,1840058478
2296419,Excelsior Hose Company Station 226,798 Foote Avenue,1840000747
2296426,Paintsville Fire Department Station 2,McCloud Lane,1840014331
2296436,Rural / Metro Fire Department Station 9,1275 South Pacific Avenue,1840021998
2296438,Clearfield Volunteer Fire Department - Station 1,108 East Cherry Street,1840003490
2296458,Dunning Volunteer Fire Department,Jewett Avenue,1840011369
2296472,Indianapolis Fire Department Station 29,602 East Pleasant Run Parkway North Drive,1840030084
2296480,Grassy Knob Volunteer Fire Department,12037 State Highway 187,1840013321
2296498,Concord Fire and Life Safety Station 2,42 Palaside Drive Northeast,1840014559
2296509,Mercer Volunteer Fire Department,100 Main Street,1840009416
2296539,Wichita Fire Department Station 2,1240 South Broadway Street,1840001686
2296561,Northeast Randolph Levicks Mill Fire Station,County Road B34,1840010619
2296575,Enfield Fire Department Substation 2,9768 Ringwood Road,1840016063
2296590,Lone Rock Fire Department,108 North Firemans Lane,1840002819
2296609,Mitchell County Rural Fire District 3 Station B,1197 County Road 320,1840001588
2296634,Sawyer Rural Fire Department,103 East Robinson Street,1840009877
2296635,Highland - Pierron Fire Protection District Station 1,State Highway 143,1840012783
2296641,Guin Fire Department,7500 US Highway 43,1840013640
2296648,Graham Fire Department,201 South Main Street,1840013361
2296656,Lafayette County Fire Department Station 7,744 Business 7 South,1840015557
2296659,Parkton Fire and Rescue,2704 West Parkton Tobermory Road,1840016540
2296660,Central City Volunteer Fire Department,414 H Street,1840003466
2296684,Houston Fire Department Station 54,19006 Aldine Westfield Road,1840020925
2296689,Norwood Fire Company Station 2,336 Chester Pike,1840000705
2296721,Rising City Volunteer Fire Department Surprise,Center Street,1840011628
2296730,Latrobe Volunteer Fire Department Freewill Hose Company - Station 113 - 3,1601 Ridge Avenue,1840001142
2296747,Foothill Fire Protection District Station 1 Headquarters,3255 Helisma Road,1840018870
2296756,Winston - Salem Fire Department Station 19,4430 Glenn Hi Road,1840015324
2296763,York Fire Department,1022 4th Avenue,1840015778
2296771,Latexo Volunteer Fire Department,388 Farm to Market Road 2663,1840022589
2296781,Hamilton County Fire and Rescue Department Bellville Station,1571 Northwest County Road 145,1840017188
2296782,Baltimore City Fire Station 8,1100 Walters Avenue,1840001592
2296788,Oklahoma City Fire Department Station 23,2812 South Eastern Avenue,1840020428
2296800,South Sioux City Fire Department Station 2,3203 Dakota Avenue,1840009129
2296821,Copeland Volunteer Fire Department,137 Sol Dearmon Road,1840017081
2296827,Mantua - Lewiston Volunteer Fire Department,County Road 60,1840001838
2296830,Fulton County Fire Department Station 1,5165 Welcome All Road,1840014737
2296833,Rochester Volunteer Fire and Rescue Company,31020 Academy Road,1840002494
2296838,Morton Fire Department Headquarters Station,300 West Courtland Street,1840011991
2296846,Lynchburg Fire Department Station 8 Old Graves Mill Road,213 Old Graves Mill Road,1840003855
2296849,Highland Volunteer Fire Department,709 Dodgeville Street,1840002955
2296851,Trafford Fire Company Station 86,414 Brinton Avenue,1840001168
2296879,Lafitte Barataria and Crown Volunteer Fire Company Station 40,2385 Jean Lafitte Boulevard,1840013992
2296880,Tradesville Fire Department Station 18,2145 Old Camden Monroe Highway,1840014630
2296911,Medina Fire Station,107 College Street Southwest,1840000155
2296923,Spokane County Fire District 3 Station 311,124 South Lefevre Street,1840019804
2296939,Evanston Fire Department Station 3,1105 Central Street,1840008129
2296945,Payne Springs Fire and Rescue,12650 State Highway 198,1840023214
2296976,Northshore Fire Protection District Station 85 - Nice,3708 Manzanita Avenue,1840018803
2297005,Gray Hawk Fire Department,78 Old Gray Hawk School Road,1840015243
2297006,Wentzville Fire Protection District Station 1,502 Luetkenhaus Boulevard,1840010717
2297015,Austin Fire Department Station 5,1202 Webberville Road,1840019590
2297039,Lubbock Fire Department Station 6,3320 35th Street,1840020604
2297061,Lincoln Fire and Rescue Station 3,121 South 2nd Street,1840009357
2297081,Surfside Beach Fire Department,810 1st Avenue North,1840016712
